Feature1,Feature2,Feature3,Feature4,Feature5,Feature6
2.917453602,-0.08548986,3.614397861,-0.510133423,3.836511266,0.96566305
2.752579647,0.376880932,2.826034636,0.201862673,3.354443135,0.572154436
3.417441985,-0.606624044,-2.310285683,-0.406495624,3.118298152,-0.100149265
3.772994089,1.035973347,-2.526717072,0.594500447,-3.75818466,-1.219305708
3.750510564,-0.718805957,-2.416480524,-0.436536903,-4.008897821,-1.616804832
3.252091929,-1.5750719,-2.85813506,-2.775318399,-3.175180774,-0.346447289
4.327673196,1.112692789,-2.972564085,-0.456528022,-2.590888312,-0.78911453
2.822979682,-0.924271591,2.111843163,1.979533205,-3.396027322,0.897699182
3.308366441,1.028447505,-2.467112833,-0.906472025,3.178026526,-1.255811458
2.061234924,1.255125094,3.354818706,0.313894913,4.178863085,0.098660624
2.896014201,-0.400133519,3.829283252,-0.847327428,3.852063602,0.539086077
4.825938141,1.556261056,-2.632957755,-1.533904014,-3.180712252,-1.681322912
2.796499572,-0.444044918,2.340605801,-0.299825726,-2.662767814,1.040539176
2.429583327,-0.869785744,4.159906848,-1.053678623,-3.505871006,0.06153406
2.236756291,-0.619561681,1.89065341,-0.927049106,2.970264678,0.214961024
2.916178221,-1.751457352,2.65880424,0.264682393,2.77735417,0.875904241
4.722870552,-1.100007346,-0.381410268,1.014812229,-3.225205309,-0.566148582
-3.818474816,-0.108548788,1.212898707,-0.801978106,2.153912476,-1.253175538
2.72158538,0.316756827,-2.612376749,1.557087981,-3.914882663,1.258236838
1.927167522,0.25191672,3.254676777,-0.109280143,-4.222485833,0.0494176
1.462824611,-1.966908547,-3.274346574,-1.955283375,-2.943011833,-0.901445436
2.971339715,-1.11278005,-3.177492281,-0.132190853,3.275397468,0.833285974
2.64770061,0.413816249,4.644158266,-0.916064694,-4.041174531,0.170679636
-1.831655543,0.85066118,4.308569941,-1.873683948,3.995815664,-0.479482734
-2.868879463,-0.194066424,1.980575974,-0.910668038,3.483505136,0.154686238
3.820770189,0.694218205,-3.211783372,0.927419193,-2.263494398,-0.107553139
-2.70215005,-0.110837338,4.554536975,0.174581136,3.316998019,-0.327603566
3.39165198,-0.289217058,-2.697993072,-0.705490746,3.671511787,0.518238238
3.143566699,1.359368918,2.839897799,-0.337737471,-3.080384026,0.851379272
-3.924333812,0.378948594,2.285961572,0.725069461,1.793589324,0.285454093
-2.175003254,0.527990095,1.483190889,1.389768023,3.796551444,0.071653593
3.722932871,-0.003946059,-1.86508887,1.839074097,-5.103364306,0.723227325
3.038354597,-0.563479406,-2.274072479,1.388278592,-4.482738527,0.924711703
3.427008953,-1.655430092,-2.83641811,0.495939123,3.755129392,-0.068365861
2.589716925,0.368130908,-3.451087954,-0.379882484,2.303849172,2.388709255
2.964214961,-0.089340424,-2.958350379,-1.538040352,2.099021518,-0.008876106
2.634730579,-0.71120522,-3.039135903,-0.493210634,-3.057496713,-0.789437799
2.849250062,-0.770349961,-2.93089436,-0.025605574,-3.147338588,-0.125224771
4.009746273,1.254645513,1.641942205,-2.036197993,-3.012577434,1.501707927
3.421444016,0.235383321,-2.345356041,0.866911029,-4.2385923,0.841292198
2.947310735,-0.6437156,2.7726731,3.022220083,-4.57094985,-0.367832975
3.272095387,-0.360378526,-2.50421304,-0.566587325,3.329831021,0.193233215
2.704569081,-1.575369586,-2.799014663,1.422317776,-3.548304259,-0.9263393
3.327299159,2.247771104,3.466861679,1.093720668,3.568711674,0.698235376
1.700784338,-0.636297045,-3.664121988,0.395251176,-2.046438791,1.973594217
2.490100893,0.372641307,2.757512888,-0.439585055,-4.191897608,0.243873522
2.569079759,1.117790089,2.497409705,1.027231675,2.816883924,0.439685223
1.957998731,-1.152434265,-3.660635409,-0.636535117,-1.967371885,-0.467612864
2.333467892,-0.101186368,2.575472764,-0.747722979,2.900896727,1.181099292
-2.010660365,-1.585738455,2.884777158,-0.245843455,4.030982049,1.036741514
-2.138696239,0.672900527,5.076754463,0.379778931,4.153330167,0.23803133
2.662901423,0.640422413,3.204231151,-1.6248013,3.608593453,0.595985196
1.274705973,0.72398617,-4.20564457,1.123020622,-1.069087408,-1.028243017
2.934011561,0.845908886,-3.428810068,0.752777426,3.136221033,0.205153898
0.447068819,-0.064683712,-5.001149662,-0.163960496,0.336934537,0.490903721
3.975458951,1.732377714,3.208910337,-0.325988043,2.624408652,1.884971788
3.002073981,0.902007619,-3.286743764,-0.036300174,3.612376727,1.832203908
2.649245732,-0.500474975,2.911037793,0.068191705,-3.471512192,-0.427899703
-3.301384562,0.996443595,2.737584935,1.774635093,2.915953175,-0.294864974
3.228592575,-0.473953338,-2.869652678,0.242821105,3.754306222,-1.658662382
2.777488221,0.356824469,-3.330790089,0.65148224,2.819379285,-0.525225581
4.021650156,-0.682790068,1.508062459,-1.369420795,-1.053560201,-0.415192708
-1.796128382,0.159738275,4.265545346,-0.201904823,4.17641452,-0.993631297
-1.541391761,1.180524956,4.760200783,0.57550637,5.043515939,0.508594319
3.692683358,1.883937347,2.135187703,-1.460828242,-3.878151579,0.483900304
2.583193609,0.067783336,3.120013364,1.560109969,2.874969372,1.225930598
3.134313843,0.181486482,3.000226414,0.249830383,-4.423562901,-0.274223693
3.823766683,-0.012587039,2.70065635,1.662559515,-2.476267279,-0.301410373
2.25653647,-1.080344781,-3.437852705,-1.250644677,-2.303153267,0.820407718
2.099203926,0.727006482,2.972206375,2.315654356,3.31531775,0.553946425
-4.034983354,0.854260976,2.293600123,-0.493963151,1.782033862,0.567398876
2.618338824,-1.310339543,3.199792969,0.531725007,-4.810970205,-0.995276064
2.76360329,0.059737983,-3.253640818,0.077265952,-2.54776499,-0.256691257
3.409330435,-0.214108662,3.065584734,0.434787099,-3.264923284,-0.046421317
2.643299185,1.535003819,-2.918070145,0.089925778,-3.312187819,-0.641690534
1.805249671,-0.952519491,4.642638199,0.133125375,-4.069313151,0.564851573
2.725430185,-0.132975639,1.900935811,1.035278591,-6.49988134,0.163203249
2.962060658,0.674104539,-3.092118483,-0.867281452,2.811835446,0.297244136
-2.427292616,-2.246993062,3.167117048,2.423267046,3.860573331,-0.388276743
3.644502367,0.04461761,-2.435027627,-0.828358588,-3.971032892,1.721759577
3.490817867,0.382194102,-2.707576345,1.43437964,-3.44385005,-0.071180803
2.973476449,1.209167093,-3.166169779,1.004594721,3.27749688,0.362538128
3.58660975,-0.842562924,2.135132934,-1.144572393,2.503121946,0.824955341
2.52910523,0.029689027,1.399226662,-1.724117479,1.915478056,0.943114088
3.095997642,-0.487156605,2.519555516,-0.060099239,-3.026687779,-2.358430423
2.565982888,-0.546895022,3.724216626,0.062341519,-4.600429152,-0.01167433
2.416254899,-1.241203884,3.669044476,-0.394112479,-3.448789947,0.2238474
3.31369036,0.128932292,3.832029744,1.885891448,3.625923799,-0.948545807
1.717885157,0.076709158,-3.613883757,-1.034253971,-2.152866062,-0.61930122
2.992883842,2.480445855,-2.320547703,0.351162211,-4.401266568,-1.236280845
3.656631723,1.355969101,2.348745253,-0.9624542,-1.831937001,0.465909063
5.30473676,1.762770137,-1.852039528,1.488667383,-4.627000543,-0.596565168
3.439725833,0.033273638,-2.966388917,-1.068213471,-2.934052612,1.185587973
2.454968373,-2.643494477,-3.454312496,-1.300121701,1.824660515,0.970672147
3.31655188,0.112252375,4.26472494,-0.719312226,4.010123492,-0.194833555
-3.439163746,-0.319316399,3.45715603,0.454987326,2.145766487,0.932487086
2.617232464,-1.199196097,-3.142931598,-1.665097667,1.865937819,1.552342506
-1.483072948,-0.50575188,5.181082695,-1.161831846,4.962420266,-0.462561112
3.552066548,-0.334937593,-2.464932315,-0.456542789,-3.956144136,1.411135596
4.974568145,0.531799144,3.96668013,-0.050628644,2.903375377,0.836062039
2.589365048,-0.311926577,4.213523825,-1.452635787,-2.640456763,1.582778725
3.666849835,0.250736852,2.209005054,-1.458879277,-1.497819308,-1.742995002
-3.092465136,-0.406193185,1.042647828,-0.503906268,2.554850193,-1.275237649
4.046948912,-1.427868723,3.463819274,-1.813115059,3.082390001,-1.714699614
-2.815627302,-0.288063477,3.479242506,-0.507410786,3.537193844,-0.675114826
2.19470706,-0.456322282,3.113513666,0.180205693,3.386645079,0.233281683
3.098650133,1.453027617,-3.044350075,-0.330367033,3.57574442,0.20996058
2.892855935,1.419285792,-3.205070977,0.671598049,3.358918401,-0.238597963
3.882411834,-0.725835414,2.655929205,-0.435360107,2.489567423,-0.371114877
3.266577475,0.076637365,2.703694675,-0.107172677,-1.672166836,0.335032822
2.375776218,-0.203613571,-3.416809531,-0.181632389,2.365166536,1.924237619
-4.445408703,-2.544635286,3.647475936,0.607166904,1.200562073,-0.247916671
2.872736018,-0.42921138,2.370895716,-0.230090791,-3.38124842,-0.03395097
1.604723278,-0.430052372,-3.799779971,0.107599653,-1.78378393,1.005765615
3.867601943,-2.74404907,-3.153102449,-0.729028685,-2.392360148,-0.417201665
2.566767635,1.115645469,-3.270556476,-0.294079938,2.086560157,0.35377501
3.890348769,0.318399435,3.493825516,-0.200431607,2.820055202,1.477311729
4.185931921,0.478170877,1.772608226,-0.67049815,-3.340845948,-1.963640661
-2.858374183,0.83288663,2.993316016,0.114387049,3.541595572,-0.636778684
3.898740612,0.823422032,2.404416855,0.776687528,1.568602796,0.735140286
3.109467677,1.493921124,2.350770061,-0.082539609,-1.94243676,-0.789801451
2.267351412,-0.994580016,3.70528243,-1.399117655,-3.475626189,-0.788605363
-3.423506198,0.091861538,2.16672104,0.196369511,2.654426182,0.726059861
2.832659564,-0.672219346,1.911848168,-0.845871638,-2.872915494,-0.174855752
3.520626519,-0.200090438,1.398954593,0.124021637,-1.402738441,1.322785821
2.7328138,2.791971532,2.000111897,-0.551791121,2.20322636,0.48075888
2.281708553,-0.576061731,-3.424589391,2.706919096,-2.367665941,0.406692638
3.244755433,-0.805837546,2.606692779,0.265884606,2.077475997,1.003751352
-2.975055412,0.225399364,2.274514029,-1.679245302,3.345400477,-0.510596849
3.462523638,1.228607621,-2.625414975,1.850168551,-3.635193105,-0.617113113
3.388508018,-0.987698099,-2.960894812,0.125126581,-2.942770631,-0.147555226
1.988285106,0.278115797,-3.3615015,0.661001777,-2.559224176,-0.215058058
3.254373291,2.369875943,-3.227423874,0.615989267,3.858697496,-0.843443999
-2.1803231,-0.169162431,4.118618298,-0.499602914,3.652563548,0.847133638
3.093593834,-0.405251508,-2.635364105,-0.854234755,-3.740186046,-1.75153133
3.827982376,-0.651376935,2.091140273,-1.024294889,-0.640875323,0.271178428
3.062385742,-1.233197549,-3.434409738,0.164129454,-2.073239494,-1.794614592
3.724052082,-0.10028307,3.714372339,0.445598447,2.977224648,-0.095449883
4.474524892,0.60567182,-2.492998834,-0.772617456,-3.602424661,-0.762592917
3.67179635,-0.450047633,3.847744408,0.508502533,3.26555377,0.004744867
-2.804282335,-1.935391293,2.475000255,-1.483391047,3.029796041,-0.841667652
3.396632826,-0.210650452,2.712174801,-0.132578084,-4.077473085,-0.087899509
3.058782593,0.435737228,3.689145501,-0.340975468,3.988995848,-0.987881956
1.670415444,-0.36847679,-3.123543922,0.928451,-3.185510221,-0.720433685
3.733215265,0.355553554,-3.081905129,0.177090942,-2.589643122,0.05722377
-4.044924428,-0.273363782,1.918814157,1.168878997,1.905056444,-0.722569987
-2.080692008,-1.828672941,4.878138536,-1.053153989,4.088184931,-0.682492217
-4.587797525,0.252751889,1.359453268,0.322205371,1.070438331,-1.084276402
-2.615618968,0.037866094,2.399756631,0.620590619,3.514087501,-0.33972729
2.261749322,-0.551233323,3.851343476,-1.346417408,-1.624900185,0.619469392
4.009626963,-0.556100049,4.354240808,-0.526954204,3.137314031,1.30899539
1.790554555,1.779195461,2.543959317,-0.765750909,3.372130438,0.940615315
3.395841372,-1.173266801,-3.902638043,-1.017540864,-0.98707105,-0.009407176
2.813497219,-1.36736019,3.89899936,-1.022468873,-2.426593828,0.908095166
-3.118412755,-1.017453007,2.511137063,-1.106628748,2.496712231,-1.042003253
2.995224868,-0.145486868,3.26100796,0.625259715,3.444908702,-0.204619076
2.972997927,0.537539273,2.457599275,0.380038838,-1.815159544,0.40513507
4.052291416,-0.164273059,3.158895098,-1.282899316,2.820969288,-0.109128697
4.747434378,-1.096753879,-2.572858118,-0.805681998,-3.339643491,1.137719642
3.233007652,-0.557335863,2.843219759,-1.211800651,3.069088043,2.164870674
0.699106809,-0.466970719,2.056662504,0.632528408,3.525660224,0.253715959
-1.847254903,0.717550967,4.127731303,-1.005646202,4.556523367,-0.017253856
3.153691752,1.000895262,-3.028744469,1.735011485,3.858639328,1.117194462
3.36050986,0.614764021,2.935407496,-0.810294458,-0.599266814,-0.178167049
3.123344592,-1.099051757,-3.096769878,0.742374185,3.956710125,0.395280757
-2.181612743,1.272343813,5.464789553,0.483246352,3.459676627,2.166698366
3.805586708,-1.286849436,5.085973565,-1.024526975,3.626380351,-0.38373967
-3.594085782,0.012716778,2.977054801,-0.350335637,2.437374497,0.806119488
3.452457456,0.216077204,-3.239180371,-0.819732872,-2.373157792,0.388425026
1.847811482,0.761034785,-3.423459124,-0.107501455,-2.490891573,0.194790423
2.708898257,0.661541053,1.459896859,-0.584369001,-4.546132786,-0.033694199
3.910082019,0.760124995,2.483036437,-0.055460937,-0.676784793,0.909322248
4.152837938,0.50694214,4.282213554,1.668797685,4.068834725,-1.018809341
3.588014065,1.094519948,2.152352192,-0.256427485,-1.353251517,0.954881022
2.954817299,0.541749023,2.438690911,0.874712526,-3.065250849,-0.870524614
3.282288492,1.573575255,3.235403143,-0.45748688,2.893814589,-1.507858445
3.888137574,-0.189350933,3.580116578,0.584205522,2.915556448,2.165715253
2.449904842,-0.14478999,-2.718111121,-0.102631952,0.735200331,0.84813947
3.85464313,-0.176285982,4.057014219,-2.149896584,3.380528184,0.206077655
2.326156292,-0.009703257,-3.337067169,-0.495907677,-2.500318806,-1.533194111
3.376107355,-0.53912635,-2.678576853,-0.933745812,3.592292096,-1.662321924
3.226137489,-1.0773289,-3.192953778,-1.272614042,3.813623245,0.054778243
2.913519603,0.197008798,3.079012166,0.770781555,-2.092542789,-0.183903534
2.76619603,-0.241391594,-3.514903349,0.105861892,2.858346955,-0.215284265
4.029752642,1.054403792,1.301605937,1.277083463,-1.700425319,0.023842451
-2.648892064,1.698386023,0.231215423,0.894375789,3.550235886,0.473514383
2.966668974,2.094849874,-3.076539079,-0.691081955,3.274190778,-0.07845117
1.952639266,-0.922132607,3.476984132,1.449132865,-5.299830806,0.21334977
-4.888235624,-1.371197951,-1.570058576,0.417095523,1.759148865,-1.444747801
2.992402645,0.118738746,-3.106508038,1.738627266,-2.774941417,0.646283012
1.943232741,0.350594706,2.045792259,0.370368894,3.048490435,0.331891527
3.118778462,1.086213126,2.471540624,1.499363544,3.047965019,-1.147721537
-2.999914564,0.034203804,3.471751078,-0.484369104,2.952502688,1.646929064
-2.996262495,-0.163664378,3.63620508,1.946536054,3.147064463,0.551940692
3.033099344,0.779601383,2.695202991,0.941811546,-2.56334067,0.50250252
2.718120119,0.2747472,-2.963290127,-1.329647435,1.371732979,-0.681000389
2.209135669,-1.866443459,3.020697792,-0.195799511,-4.684642421,0.684125205
4.461847549,1.711381705,1.397217074,2.587825704,-2.614448056,-0.297575659
4.085112114,-0.445223901,-1.670939233,-2.07487143,-5.424944885,0.242828013
-3.048357974,-0.936358301,1.423325189,0.713938308,2.883709557,-0.632887466
-2.272513543,0.128640751,4.828577248,-0.029889543,3.959507462,-0.665839835
4.431742744,-1.146128245,2.069466244,0.861810712,-1.76906205,1.122127937
3.34548488,-0.232188935,-3.200619641,1.515897044,-2.465084945,-1.285671035
-3.252800805,-1.668970987,2.635213427,-0.806100162,2.664806508,-0.624960003
3.229952737,0.568854181,-3.402977953,-1.262625046,3.944345363,-1.44000144
2.166469156,0.785941505,3.599608165,-0.630185121,-4.586302116,0.822286476
2.393157187,0.730096906,4.150002479,0.089136549,-5.03445891,-0.240722392
2.358956744,0.762939753,3.034953897,-0.673520753,-2.523058933,-0.498964295
2.673067993,0.45173974,3.420014964,-0.074183317,-4.249725226,0.687617826
-1.616726172,0.926993199,2.958184394,-0.122729375,4.594714058,0.527929521
3.272654193,0.593134105,2.353042894,0.725578177,2.124459947,1.46660909
4.734295267,-0.13610776,-2.023178954,1.171489461,-4.453865273,1.057187775
-3.229185213,0.69875215,2.901132593,-0.824884806,2.528924161,1.509659149
2.908491593,-0.151154495,-2.798714888,2.841130127,2.806229055,1.183528545
2.691589396,0.068588897,-3.323386864,0.630652827,2.465353452,0.335494377
3.14116675,-0.464759739,3.894993243,0.733875663,4.042996889,-2.116816498
2.154479504,-0.798604132,3.147513923,0.085399666,-4.993841952,-0.703694677
3.166135619,0.129285494,2.508967785,1.644032506,-2.11826463,-0.977338377
2.929597001,-0.452015014,-3.187274987,0.080421575,2.837962978,-0.19744529
2.892684567,0.792793713,-2.835727831,0.56788114,-3.369261184,-0.416987973
2.888660093,-0.210983005,-3.219895643,0.537613496,2.379483869,-0.975372595
3.525881142,-0.347794061,2.986442844,1.315377643,-3.302849013,1.44340215
2.537144884,0.245212044,-2.575216909,-0.523982968,-4.037136092,1.03226507
2.635623807,0.897388011,-3.855350137,-0.90412367,2.892665066,0.209136562
1.360410289,0.363413345,-3.432809389,-0.111721639,-2.632647821,-0.036776606
-2.939224643,0.583625324,2.993413192,-0.84425479,3.157402841,-0.960662017
2.671315972,1.84787647,-3.219980769,-1.736100325,2.428693505,0.998942611
-3.231050525,-0.668376352,1.402751121,1.858240545,3.027850472,0.72998289
2.70029469,-0.296470659,-3.012373252,-1.817983033,2.376739464,-0.734703293
1.828473046,0.314301059,4.59256368,-1.85626214,-4.075969529,-1.073618583
-3.335673688,-0.672881352,2.099346266,-3.173226752,2.607757127,0.788423293
1.726111014,0.876113756,-3.632073985,-1.114472381,-2.103564862,-1.693051629
2.839463756,1.237031274,3.131792632,-0.235756369,-3.960278694,0.850834805
3.156942777,1.254666529,1.417882422,-0.15235293,-1.4901114,0.189989523
2.816208002,2.329614193,-3.609073158,0.731462548,2.850954888,0.46051226
2.777829626,-2.73E-05,-3.425633098,-0.364387486,-2.167844223,-0.872740108
2.226633131,-0.650412841,2.830169075,-0.178367489,-4.391113972,1.587896854
-3.144521729,1.677478721,2.467351049,1.290547631,3.118135778,0.317767538
-3.135717163,-0.064821611,5.058988017,1.087982642,2.554691846,0.249028185
2.660146097,0.618194366,-3.452350203,2.056921701,2.867661843,-1.018194598
2.997570315,0.950345454,3.329709504,0.022885342,2.996356727,-0.004208317
3.538007332,-2.212502997,3.489873287,-0.51233839,2.877341053,-0.606217819
2.345753707,0.175859586,2.711413667,0.286446251,2.90271863,0.934288525
3.639267732,-1.475848596,2.402937457,-1.286652278,-3.174153517,0.086353684
2.234354923,0.246310276,1.560010235,0.324466537,2.296303556,-0.47366436
-2.595479203,-0.306045501,1.511910559,0.369973948,3.38100296,0.054767877
3.155995275,1.072127241,2.697721847,-0.32401395,2.334334193,-1.029456184
3.568192523,-1.807568817,3.42719502,2.233308728,-3.427076481,0.472070468
1.998322906,0.861445796,-3.812763351,0.518456791,1.665805092,0.10944756
2.420643411,0.989728795,-3.045395073,0.157225019,-3.108271911,1.360666156
2.830316438,0.202241865,-3.016758407,-1.067452782,2.482849556,1.123830114
2.995460911,-0.894131143,-2.692243678,-0.143458624,-3.63432102,-0.605432507
3.794811533,-0.111918664,2.647380969,-1.034311204,-1.762775911,0.277800295
-2.948211664,-0.814140954,1.752810264,-1.722995047,3.022569194,-1.463548655
2.333633272,1.505981353,3.301926235,0.670708564,3.549456399,0.032107155
2.851794854,-1.229745762,-3.088820458,0.01596738,2.348579345,-0.185796703
2.93954134,-0.62027309,-2.756732809,-1.210483884,2.504596313,0.839582796
2.81410019,-1.035455591,2.602265601,0.140994417,1.099742823,-0.476199908
4.181281239,-1.922283701,1.19286635,1.390863271,-0.984692138,1.595006854
2.528951516,-0.553701513,-3.246263777,1.417856273,-2.650807853,-0.285201321
-2.668983656,-0.18759274,2.064659971,1.432501312,4.212017508,-0.659587354
2.911007375,-1.476134741,2.552703862,-0.743558191,3.09960266,1.484231355
2.274838539,1.461138507,1.169199513,0.098919373,2.517585142,1.099680937
2.873651317,-0.245025956,2.92086885,-0.549600039,3.467174907,-1.865624196
2.955601003,-0.088791506,-2.780023301,-1.071196607,2.299748686,-1.7276185
2.679690965,-0.946101265,-3.367176894,-0.132854732,-2.348410254,-0.277712088
3.134754072,0.474459047,-3.121141927,1.732060223,3.835448984,-1.123832398
2.474615098,0.589701686,3.651359518,0.269232963,-3.544386056,0.328810599
2.724956547,-0.142251137,4.022533172,0.645752937,-5.480174517,0.864958891
2.211045532,-0.165591947,-3.608477762,-0.353121244,-1.993868691,-0.081112349
-2.975694675,1.03147394,2.873554023,-0.040544636,2.992472232,-0.260586448
2.266574754,-0.995851184,2.969769083,1.533275995,-6.800158468,0.181218396
3.129248199,0.459847355,2.866794574,0.342046554,-3.1530819,-1.313764733
-1.749370738,0.318072471,4.300792341,-0.005849585,4.390065718,-0.663688073
-3.46137523,-1.003268789,1.88154371,-2.168141486,2.510966213,2.063745874
0.725488085,-0.432178955,-4.123072806,0.215548606,-1.415946613,-0.404577145
-2.692219008,0.466952195,1.891991896,-1.725167767,3.932292647,-1.188548477
-1.724464051,0.866021842,4.200513829,0.765835557,4.83013861,-0.221022185
-2.48400335,0.235965966,3.097354068,-0.014242401,3.448795286,-0.37914243
-3.766149866,-2.303820258,2.938229614,-0.564249455,2.36880902,-1.821927648
3.214346852,-1.281238923,-2.823070781,0.675330482,3.214611908,0.364286233
2.988667903,0.735895433,-2.607357227,-2.350697915,-3.814589435,-2.107808445
2.668914349,0.557182996,-2.865667265,1.509409313,1.739849046,0.270355646
3.856302352,1.171624894,-3.619103251,0.824309939,-1.423819108,-1.819268266
4.140243977,0.619825842,3.106781361,-0.584570287,2.885828751,0.747491706
-3.343931365,1.320971403,1.668774395,1.846067452,2.66872063,-0.141013075
3.27015071,1.100976065,-2.427811318,0.909833222,2.837068647,-0.591252674
1.939629625,0.464259111,-3.581235706,-0.950171885,-2.142842616,0.742649258
2.871008159,-0.061060697,3.338465482,1.138762421,-3.389982416,-2.128934373
-3.320891091,-0.317731545,2.501460524,0.361506084,2.722190759,-1.33937673
3.785067106,-0.993982048,3.0885245,0.453329583,2.373883578,-0.11528636
2.990743091,-0.701609548,-2.832701196,-0.807083102,2.679220578,-1.616668015
3.592107058,-0.455077667,2.804271486,-1.629961004,-2.125246061,-0.885674087
3.277237744,-0.830499216,3.372821421,0.184889206,3.08666422,-1.389722953
-2.926398532,-1.936695147,3.753181896,0.932989791,2.892424911,-1.813146381
2.001068166,0.133935489,-4.022683461,0.258361155,-1.200073612,-0.420699825
2.771603347,0.170508781,-2.983802659,-0.186828178,-3.136637803,2.348255982
-3.93343944,0.911971762,1.056686711,0.68480106,2.160459825,0.827985437
2.883600883,-1.454017215,-3.000238738,-0.594627084,2.849844024,0.484133497
3.14207153,0.15260826,-2.348128663,-0.88938093,-4.317794266,-0.010091205
3.483908192,0.375560102,-3.171418432,0.61098069,-2.476448566,-1.532746655
3.020991494,0.545511199,-2.969055679,-1.878398355,3.118009368,-0.441453678
2.732885109,0.441785586,-3.228588311,0.874279397,2.232592418,-0.123391751
3.340738678,-2.134131233,-2.619585694,-0.198515218,3.148534307,-0.290954774
3.704700319,-1.099051278,2.754181808,-0.683030371,-3.397414472,-0.33372368
2.970034957,0.309049552,-2.735957089,1.3676489,2.902437233,2.073563317
-3.709887909,-0.868306429,1.837331794,0.331976123,2.072111277,-0.819172529
-2.287074131,-1.43618249,4.050121719,-1.20589891,3.558660022,-0.489071467
3.461882361,-0.987109194,-2.325617594,0.592654865,3.314455779,-0.157176807
2.768908598,1.443870733,-2.967752662,0.482146065,1.873557456,0.151061203
3.089420284,-2.19012076,4.786272661,1.817572275,-3.644510416,1.213553919
2.964760242,-0.502023627,3.182893627,-0.453437264,2.992055997,1.199954097
-1.789042017,-1.031145731,4.587365187,-0.846562287,4.450767626,0.284125574
2.165529173,-0.358764472,4.14194554,-0.438684095,-6.04266679,1.330620807
2.688376993,0.838572818,2.954620939,0.809655955,-2.895233069,-0.53339876
2.96790996,0.531172836,2.272935286,0.899290968,-3.225060002,-0.350892915
2.638665993,-2.336512895,-3.378989164,-0.543100217,2.620579335,0.628850391
3.026348194,0.210767238,-2.748883395,0.700985172,2.824373704,1.523227154
2.745283673,-0.164248398,-3.068251281,0.027274518,-2.947825733,-1.178191143
2.86775522,0.043971618,2.270195652,0.883647445,-4.045876073,0.637383038
3.694750372,-0.438246689,2.77729067,0.647999355,-2.118837279,-0.223301679
-1.106998553,1.201147959,4.141242416,-1.14272912,5.064576934,-0.458647859
3.494681523,-1.467216941,-2.421124092,-1.775935362,3.865104539,-1.137499722
-2.566182645,-0.845840494,3.446946675,-0.235480478,3.480741707,-0.748385152
3.715735296,0.312747235,3.012061137,-1.004035234,2.677725696,0.686395544
3.531230721,1.324400787,-2.58623335,1.161514859,-3.660153842,-0.824405197
-3.685458199,0.664323347,1.223330249,1.222494388,2.35254355,-0.512159364
3.390145997,0.150393289,-2.331445271,-1.718235255,-4.28309078,-0.039302059
3.112386165,-0.015166266,4.184314613,0.68010142,3.508463481,0.916059128
-2.834736161,0.369672341,3.373473277,-0.977210628,2.941455532,-0.821390021
