,x0,x1,y
105,1.446693085,0.926436702,0
106,1.744993715,1.665491158,0
107,2.623364359,2.970138699,0
108,0.808112561,1.054020089,0
109,0.752258206,1.64458274,0
110,2.872834454,4.015091253,0
111,1.468833341,2.025564737,0
112,2.532573065,2.900753113,0
113,3.682620812,1.454437196,0
114,3.335418587,1.891114839,0
115,4.308805305,3.295077482,0
116,1.11753672,2.641710804,0
117,2.9703075,4.762434745,0
118,3.120020423,1.764448774,0
119,3.777368845,2.714896034,0
120,2.549944058,3.353366421,0
121,2.915769186,3.139342673,0
122,3.516080164,0.522784727,0
123,2.187851909,2.020323971,0
124,1.659662008,2.195318713,0
125,1.359006052,2.751136743,0
126,1.92517978,2.771035663,0
127,2.489849696,2.701031441,0
128,1.931861495,3.178989512,0
129,2.136136433,2.659087696,0
130,2.152614907,3.228612542,0
131,1.623675414,3.567055447,0
132,3.064444673,2.721774334,0
133,2.993310707,1.484797568,0
134,3.273558344,2.596317085,0
135,1.729549862,1.297629295,0
136,1.905621055,3.146063951,0
137,3.597152505,-0.084228904,0
138,0.827855673,1.713393162,0
139,4.441160943,2.651798916,0
140,2.783486373,2.137324409,0
141,1.489704301,4.342091445,0
142,3.084733098,2.713649832,0
143,3.313508317,1.734927986,0
144,2.722816502,3.100424251,0
145,2.245680349,1.319945804,0
146,0.67757472,3.287876046,0
147,1.196101095,3.167272155,0
148,2.2663726,1.820512232,0
149,3.160975303,2.030248974,0
150,3.610463138,1.642247786,0
151,1.842607892,0.184648094,0
152,3.74073747,2.108646574,0
153,2.810065979,3.590199538,0
154,1.884428816,2.278892369,0
155,1.933005408,4.525260673,0
156,3.823716932,1.242390791,0
157,2.143187267,4.849645724,0
158,1.538190294,1.991364364,0
159,2.252864819,2.635780002,0
160,3.160678922,4.145989952,0
161,1.173435014,3.729381908,0
162,3.869779764,2.135247149,0
163,0.423349064,3.28085794,0
164,0.990448924,1.59771069,0
165,3.604311731,0.767393512,0
166,2.612151152,2.949334967,0
167,1.699535897,0.878620996,0
168,2.805636977,0.825264895,0
169,3.727932797,2.067965749,0
170,1.686916131,4.174307463,0
171,3.11982775,4.051045826,0
172,3.588117531,1.364962666,0
173,2.011127703,2.917175866,0
174,3.020304437,3.73518612,0
175,1.712283532,3.056357748,0
176,2.092161456,3.903995285,0
177,2.283892921,4.001388845,0
178,3.918204723,3.531444062,0
179,1.868502232,0.79179955,0
180,1.688251726,2.488657383,0
181,1.307329393,1.324543053,0
182,1.071202532,3.853857805,0
183,2.733495503,4.371767997,0
184,3.935607606,0.032790615,0
185,3.27722399,2.958025442,0
186,2.569073423,2.498885802,0
187,2.222997814,1.638877292,0
188,2.064041234,2.071261047,0
189,2.807236482,4.096940743,0
190,3.007587601,2.535088304,0
191,3.259315387,1.920999314,0
192,0.515064675,2.592150354,0
193,2.517259655,3.688442482,0
194,1.504097876,1.668581286,0
195,2.27601995,2.12077953,0
196,4.098386973,3.325482214,0
197,1.63243296,4.441577737,0
198,1.007777708,3.688099761,0
199,2.442335142,1.973906653,0
200,2.468959395,0.720634724,0
201,2.266103677,0.105732838,0
202,3.762393325,1.801025068,0
203,3.553968948,3.142739983,0
204,2.500945529,1.998745308,0
205,2.05788738,2.379434397,0
206,3.258833212,3.027038238,0
207,2.278738085,0.768870268,0
208,2.357149136,3.343478556,0
209,2.78144953,4.169093679,0
210,2.935851672,2.08012988,0
211,1.641472905,3.744431318,0
212,2.296613082,1.763028643,0
213,1.779849804,2.78992745,0
214,3.440114669,4.189580918,0
215,2.703461808,4.223145799,0
216,2.019587404,1.908369331,0
217,3.205445502,1.090790408,0
218,1.614896772,3.034073457,0
219,2.518137753,2.286882412,0
220,3.695816457,2.207682616,0
221,3.731225422,3.626348422,0
222,2.11893759,2.8910572,0
223,1.892135333,4.260576025,0
224,4.375948274,2.087636832,0
225,2.050470938,2.565086468,0
226,2.861961705,3.735942792,0
227,2.382469135,2.644033139,0
228,3.127364786,1.949070237,0
229,2.976913067,1.277225729,0
230,2.505143733,1.088178753,0
231,2.645903796,3.391935933,0
232,5.35155931,2.734057157,0
233,3.392697358,0.549005973,0
234,1.31719008,2.922410906,0
235,1.37745809,3.43822876,0
236,0.554801961,1.593200201,0
237,4.375869312,1.800982206,0
238,1.937864517,4.080694738,0
239,2.996204724,1.1467048,0
240,3.146443035,2.482977494,0
241,1.081143638,3.777856082,0
242,4.841911915,1.024494481,0
243,2.703268041,2.035299787,0
244,4.773360813,1.416670951,0
245,2.685902369,2.914799429,0
246,2.567907468,2.31107557,0
247,1.691169651,0.457319934,0
248,2.439063253,2.860135754,0
249,2.536852526,3.559227952,0
250,1.360947846,1.68989427,0
251,-0.217118798,1.981081547,0
252,2.107416385,2.163246678,0
253,2.438909414,1.278849321,0
254,1.959006593,2.410603359,0
255,2.364309177,0.787368907,0
256,1.236302378,1.426255308,0
257,2.549524052,2.105392192,0
258,1.625362379,1.394903946,0
259,0.340841056,2.421794623,0
260,1.689771399,1.637191057,0
261,1.380056968,1.125884824,0
262,0.975408814,2.931593892,0
263,2.504998511,2.600042061,0
264,2.040473113,2.571360688,0
265,1.74526977,2.685110192,0
266,1.452264081,3.00942054,0
267,3.67659395,2.990870717,0
268,3.173002877,2.033690533,0
269,1.810938686,1.549729969,0
270,2.086572643,1.889343722,0
271,3.512560101,3.237858736,0
272,3.79327072,0.802139898,0
273,3.102620544,1.435606074,0
274,1.674152544,3.04330861,0
275,1.417185079,2.846001725,0
276,2.751587237,1.504463804,0
277,1.136265682,1.793182287,0
278,0.92912442,1.844203837,0
279,1.644763201,1.724601925,0
280,2.955879572,-0.443249127,0
281,2.159281652,1.572677158,0
282,2.244941808,2.309060387,0
283,3.124749677,4.451575214,0
284,2.234627918,0.537371996,0
285,0.861437521,1.364458444,0
286,2.842093638,1.614527151,0
287,2.476341836,1.05772245,0
288,1.91161031,1.326226897,0
289,1.586964371,0.075756082,0
290,1.455416693,1.887582367,0
291,1.975993314,1.481490543,0
292,1.199486343,2.534982504,0
293,1.487809635,2.057407891,0
294,0.513324626,3.065817157,0
295,1.481358109,3.62073661,0
296,1.306770949,2.121853695,0
297,2.577651777,0.76195912,0
298,3.454966962,2.24412558,0
299,3.03548485,3.398258243,0
300,3.046823486,1.904526667,0
301,2.676210544,2.387622745,0
302,2.54659461,1.033685421,0
303,2.749988674,3.509186271,0
304,1.270161024,2.40383074,0
305,2.833202445,1.577858732,0
306,0.801449558,0.325975864,0
307,2.618773476,1.312369847,0
308,1.167587363,0.972814584,0
309,1.029505189,1.507442498,0
310,1.546489204,2.346808316,0
311,0.697292495,2.829352476,0
312,2.015974798,2.155632565,0
313,3.110659178,2.083713866,0
314,1.750626108,2.374616802,0
315,2.495701633,4.65320217,0
316,2.162037493,2.332713968,0
317,3.211820984,2.140770828,0
318,1.841684419,3.577835008,0
319,2.292971036,2.089547741,0
320,4.467714398,1.327016265,0
321,3.146233768,2.931893457,0
322,1.066156886,1.642109605,0
323,3.119792055,2.202101651,0
324,1.075773261,2.876250365,0
325,2.00990696,2.807948331,0
326,2.289366855,0.396666076,0
327,2.870003045,-0.362051873,0
328,1.60273821,1.298299892,0
329,2.537857777,3.651903276,0
330,3.76973669,2.235072844,0
331,0.094515005,1.84824722,0
332,0.923251877,1.84411139,0
333,3.194940894,3.038164712,0
334,1.706051543,2.330483791,0
335,1.96182219,2.475806627,0
336,2.923934566,-0.090501816,0
337,4.223061145,1.825965181,0
338,0.698104592,2.019188173,0
339,1.091009159,1.139972657,0
340,1.92249983,1.977050558,0
341,2.000510447,1.397682737,0
342,2.106855442,2.869901787,0
343,1.687535466,1.429187541,0
344,3.219646681,3.304679503,0
345,1.090438607,1.957355772,0
346,2.203976634,2.89553077,0
347,2.989747447,4.284856035,0
348,2.375199576,2.066827382,0
349,1.377873791,3.494589444,0
350,2.120554994,0.927535756,0
351,1.682603957,3.823344633,0
352,1.400316147,0.791570847,0
353,3.353153911,1.934608405,0
354,1.802332346,1.673163672,0
355,1.421998039,0.850849299,0
356,1.244030496,0.691958293,0
357,2.12119893,2.646382963,0
358,0.504158618,0.610796454,0
359,0.353841109,0.659317399,0
360,2.192897495,3.128872023,0
361,0.710230417,2.00169613,0
362,1.60015104,2.379683892,0
363,2.775403045,1.098668372,0
364,2.922149983,1.803205657,0
365,3.544535846,2.306941509,0
366,0.990437737,2.167456678,0
367,2.856706378,3.788078793,0
368,2.32528654,1.375917553,0
369,3.252438758,1.850039081,0
370,2.220158584,2.83221505,0
371,2.815196683,2.948091104,0
372,3.139422198,0.026262424,0
373,1.588289044,1.608121345,0
374,1.538934902,1.323288774,0
375,0.670951385,1.983979012,0
376,1.912499818,2.515174787,0
377,2.355445985,2.444829653,0
378,1.256861272,3.140898315,0
379,2.072030684,2.44768101,0
380,1.643596639,2.315440245,0
381,1.568308216,2.945591532,0
382,2.77932818,2.428663107,0
383,2.816324577,0.675393072,0
384,3.148304026,2.10982152,0
385,0.915040062,0.345278137,0
386,1.863877727,3.11067217,0
387,2.655091728,-0.107861743,0
388,0.70653895,1.450163066,0
389,3.926739988,2.094260745,0
390,2.233251748,1.9617802,0
391,1.45497765,3.882927352,0
392,3.032812497,2.055460684,0
393,2.377136555,1.386109859,0
394,2.109255334,2.587016609,0
395,1.319811705,0.793291092,0
396,0.234607624,2.545330536,0
397,1.036432277,2.250930384,0
398,1.354367363,1.607252533,0
399,2.452527778,1.377958072,0
400,2.614498222,0.809523294,0
401,1.214699345,0.121533349,0
402,2.828176193,1.57599159,0
403,2.667417009,2.777241934,0
404,1.874499117,1.286074,0
405,1.048771129,3.584639671,0
406,2.892039997,1.111688678,0
407,1.87027842,4.140829538,0
408,0.986514869,1.307821879,0
409,2.252287016,2.099297348,0
410,2.523585326,3.434978434,0
411,0.538370365,3.23340117,0
412,3.866405597,1.242355461,0
413,-0.149052031,2.738578144,0
414,0.364763341,0.885638765,0
415,3.224019127,0.294130916,0
416,2.325174011,2.661162349,0
417,1.571086956,0.270357986,0
418,2.011596089,-0.138073512,0
419,2.731318473,1.939952335,0
420,1.131977237,3.385690707,0
421,2.92815958,3.217815855,0
422,2.697316763,0.504949174,0
423,1.954849657,2.0372831,0
424,2.191211141,2.802870872,0
425,1.371237042,2.973853588,0
426,1.143386793,3.560733856,0
427,1.61128726,3.586249542,0
428,3.02850845,2.856297777,0
429,1.760279679,0.575516983,0
430,1.548377233,2.039702337,0
431,1.020732779,0.620088379,0
432,0.866552714,3.233070902,0
433,2.022120893,3.742076382,0
434,3.040239494,-0.001495089,0
435,3.231484088,2.835496992,0
436,2.560179421,1.657181674,0
437,1.69096133,1.522037899,0
438,1.632395916,1.110898587,0
439,2.365633365,3.263429117,0
440,2.9374387,2.383201165,0
441,2.974243702,1.88113264,0
442,-0.118923984,2.417247165,0
443,1.953535258,3.013221812,0
444,1.033219095,1.130482509,0
445,1.528750976,1.205319523,0
446,3.735227438,2.688502281,0
447,1.222469866,3.585672925,0
448,0.31620259,3.250178849,0
449,2.177027103,1.884396492,0
450,1.875522461,0.668230268,0
451,1.584445144,-0.342805578,0
452,2.879458264,1.073436665,0
453,2.566128105,3.129567516,0
454,2.375916992,1.450872471,0
455,1.723046172,2.283731703,0
456,2.350098526,2.212779318,0
457,1.708692843,-0.202763228,0
458,2.186078062,3.251073008,0
459,2.57659945,4.024705017,0
460,2.339657267,1.961103285,0
461,1.3271729,2.998583627,0
462,1.462986315,1.242666305,0
463,0.959842247,2.596145142,0
464,2.997284325,4.123217032,0
465,1.973946051,3.311725359,0
466,1.343000804,1.300058487,0
467,2.677745616,0.980386716,0
468,1.489165866,2.053114787,0
469,2.446004629,1.762980833,0
470,3.51663461,1.937264017,0
471,2.937756277,3.271109095,0
472,1.83983732,2.221138371,0
473,1.88616188,3.664023222,0
474,3.937126165,1.957040125,0
475,1.829201194,1.866764554,0
476,2.301168535,2.793199831,0
477,2.325988686,2.426272544,0
478,2.924836665,1.790098144,0
479,2.21529123,0.411840922,0
480,2.366249306,0.883619334,0
481,2.322150906,2.616855042,0
482,4.6890035,2.543464252,0
483,2.876068866,0.532104026,0
484,1.123509987,2.119908333,0
485,0.782553006,2.529355496,0
486,0.385160293,0.824755688,0
487,3.840080492,1.001784753,0
488,1.181074243,3.19404228,0
489,2.992135575,0.246302537,0
490,2.533817788,2.446529353,0
491,0.473272884,2.978059947,0
492,4.022859185,0.208742712,0
493,2.55229595,1.869810995,0
494,3.820142408,0.824762663,0
495,2.342644486,2.089962083,0
496,2.179561486,1.577834106,0
497,0.980681742,0.349066416,0
498,2.037599465,2.617968654,0
499,2.137123302,2.59616028,0
500,0.478947738,1.381562667,0
501,5.095467396,4.883673583,1
502,2.820726974,5.432836912,1
503,3.004364213,5.783088113,1
504,3.801381575,4.437320461,1
505,4.697015437,4.718474671,1
506,3.880100753,5.293271783,1
507,6.847719255,4.76606001,1
508,4.798634038,6.506943285,1
509,4.709976918,3.518059408,1
510,5.300371893,4.229442037,1
511,5.338407896,4.437425994,1
512,4.843287701,4.62936014,1
513,5.367136126,4.200424194,1
514,3.782076206,3.870900788,1
515,5.730054853,5.315518048,1
516,4.927985959,4.087491956,1
517,2.977448779,3.974142352,1
518,5.938420278,6.151941275,1
519,5.882277485,5.184019528,1
520,6.065000081,5.962337813,1
521,3.723227719,4.854408877,1
522,5.701463411,6.912398351,1
523,4.40073275,5.909608234,1
524,3.45306512,2.781128864,1
525,4.03985064,3.281773197,1
526,5.595971313,4.90544573,1
527,6.402289112,4.333054146,1
528,3.018907161,3.917074972,1
529,4.063110353,5.281527563,1
530,4.260512034,6.586995858,1
531,6.232617049,5.201634417,1
532,3.119414175,4.545866957,1
533,5.87404046,6.611000699,1
534,3.744578582,4.157567442,1
535,5.236950193,4.245667188,1
536,3.594556856,3.597570286,1
537,5.882463164,3.656752238,1
538,2.538982251,4.721420831,1
539,4.841199723,3.317249451,1
540,4.620243611,3.010427926,1
541,3.845017002,3.667932666,1
542,3.296456912,4.484319144,1
543,4.789604407,5.160034392,1
544,3.44847211,6.099186881,1
545,4.172842367,6.909905276,1
546,1.442507783,3.189052491,1
547,1.994654982,5.379811208,1
548,4.25541406,4.256316669,1
549,5.229421396,4.069375265,1
550,3.02904071,4.041845055,1
551,4.820136825,5.157962437,1
552,5.208650263,5.393602338,1
553,4.345429282,2.927067072,1
554,4.023343466,5.153299021,1
555,6.786118172,5.228430286,1
556,2.965094404,4.320171413,1
557,5.121047556,3.099884518,1
558,4.68269579,3.556598078,1
559,5.241951085,3.242517285,1
560,4.842544272,4.669633201,1
561,4.97555938,4.00289461,1
562,4.37379524,3.721988206,1
563,3.108690855,4.920312667,1
564,4.106015645,4.163286359,1
565,4.827110507,2.648947685,1
566,4.469039516,4.305911509,1
567,4.892919806,3.680107711,1
568,6.292101583,2.407290414,1
569,2.589311617,5.419501269,1
570,4.723733324,2.071981943,1
571,4.427739454,4.53111876,1
572,4.341471125,4.051880017,1
573,3.777953252,4.103150861,1
574,4.390070695,5.057663731,1
575,4.838083711,4.052749591,1
576,4.909157405,3.81942293,1
577,2.843744281,3.955558496,1
578,4.918534111,5.671101701,1
579,5.220303229,5.481983143,1
580,6.212438455,5.650405004,1
581,3.2589911,4.909539177,1
582,4.017238378,5.164431181,1
583,2.898025715,4.830610473,1
584,4.483928453,4.803602607,1
585,5.295222497,5.473837098,1
586,4.032368903,3.575623426,1
587,4.304755378,4.674753347,1
588,3.982959537,4.904420649,1
589,4.658120869,3.918268105,1
590,5.904110075,4.488050923,1
591,4.442442012,4.111845369,1
592,3.926194662,5.839317121,1
593,5.586273779,5.293229199,1
594,3.106217668,5.214858513,1
595,5.374292374,5.254694078,1
596,4.336903127,5.593360919,1
597,6.957187842,4.242626314,1
598,3.913254303,4.562153263,1
599,4.513288036,4.242659598,1
600,4.218809179,5.075177103,1
601,3.758140073,7.230430853,1
602,4.888803817,4.131515748,1
603,2.579738593,4.501334935,1
604,2.555573124,5.238491356,1
605,3.056185013,2.612167243,1
606,6.240090223,6.115544207,1
607,5.270859636,3.7603062,1
608,3.439348143,5.537046052,1
609,4.181197786,5.056806904,1
610,4.202539494,4.045732537,1
611,4.985737419,3.565664793,1
612,6.666086717,4.537539555,1
613,3.79027086,5.817801888,1
614,6.420415596,4.783369342,1
615,4.355918113,6.16486645,1
616,3.408496639,3.521438538,1
617,4.875754804,4.309322775,1
618,5.357077507,3.004564098,1
619,4.432264069,4.948405659,1
620,3.040125787,5.130138685,1
621,3.356665047,3.346819392,1
622,3.309375691,5.402034903,1
623,3.995306713,4.497137066,1
624,3.645526324,4.997727408,1
625,5.306611413,3.837819534,1
626,5.44599653,3.975648051,1
627,4.228865567,3.92514981,1
628,5.354486583,3.043585858,1
629,5.058417376,6.355737162,1
630,5.100970434,1.55749327,1
631,4.314952283,3.264388441,1
632,4.393173032,2.604405913,1
633,3.180270943,2.733614385,1
634,4.050673125,1.7224077,1
635,4.170100486,4.997904157,1
636,4.328772228,5.030246374,1
637,4.931570698,3.036764967,1
638,4.952827329,3.6214152,1
639,5.391685726,3.298983487,1
640,4.15462113,4.180398427,1
641,4.377143103,2.676030884,1
642,4.343541864,4.958858391,1
643,3.655766426,4.410803808,1
644,4.455717885,3.928618739,1
645,2.697981199,5.036318332,1
646,5.299374154,4.533082605,1
647,4.911881422,4.306927336,1
648,4.265676233,4.255992193,1
649,4.605949982,4.094984897,1
650,4.406228032,3.935984437,1
651,2.813205451,6.064860726,1
652,5.797661677,5.724166287,1
653,5.601739567,5.062431021,1
654,3.224483396,3.584706116,1
655,3.210006248,3.080108279,1
656,3.628629455,4.642624244,1
657,4.890129626,4.194718051,1
658,5.734863713,3.850642864,1
659,5.184557626,4.137579164,1
660,5.046717772,3.421919792,1
661,5.809633694,4.603751263,1
662,2.768069753,3.184200297,1
663,4.815196754,1.590777592,1
664,4.881848646,4.408303683,1
665,3.72021439,3.63473287,1
666,5.265697663,6.403398223,1
667,4.528396973,5.414127587,1
668,5.368969759,4.386597618,1
669,3.160241769,3.39173583,1
670,3.719155561,4.076512828,1
671,5.074534791,3.97332721,1
672,3.74696988,5.625600684,1
673,4.908577927,3.811820526,1
674,3.874603639,6.196331949,1
675,5.439480058,5.62029367,1
676,5.261947333,7.192359807,1
677,4.260063552,4.014041332,1
678,4.193757421,4.063347725,1
679,3.892936066,5.701316136,1
680,6.580689876,3.969924329,1
681,4.844401692,2.382693018,1
682,4.338092754,4.436750508,1
683,4.271092042,5.042545849,1
684,6.385370188,3.749895508,1
685,2.559267312,4.468185612,1
686,5.401064193,2.978054929,1
687,3.906318228,6.549397738,1
688,4.689735683,4.272010864,1
689,4.965393534,3.625341272,1
690,3.633778057,4.554019182,1
691,4.69313504,5.094116614,1
692,4.615965617,3.449792724,1
693,3.30421762,4.246672846,1
694,5.142377821,4.303816232,1
695,5.467545982,6.266003998,1
696,5.174128872,4.842186433,1
697,4.220145469,3.721099247,1
698,4.417514842,3.981591536,1
699,5.204516596,5.096831055,1
700,4.577657896,6.142322304,1
701,3.792993474,4.270452585,1
702,2.950593714,5.040692335,1
703,4.544135506,5.628462044,1
704,4.541718767,4.690770196,1
705,5.578338619,3.252722098,1
706,3.398673615,4.517867311,1
707,4.504398213,3.866345724,1
708,4.56495181,5.558422519,1
709,3.989336647,6.450978407,1
710,6.854704012,4.456628884,1
711,3.922546132,5.646137754,1
712,1.677698263,3.406051102,1
713,5.277942095,5.03467908,1
714,3.597244589,4.392958774,1
715,5.974041656,6.561530296,1
716,4.518410701,4.309467908,1
717,4.65257287,4.823698159,1
718,3.900223808,3.976568006,1
719,6.814655869,4.357497326,1
720,4.714189246,5.235095765,1
721,3.609921728,3.40660443,1
722,4.280017048,3.416882036,1
723,4.246215678,4.087759579,1
724,5.842249188,6.392485596,1
725,5.964351781,4.026293069,1
726,4.102348225,5.138074648,1
727,5.043592049,3.54740265,1
728,4.937884106,2.708032103,1
729,3.062382406,4.299815065,1
730,4.249478424,6.232077986,1
731,3.824896341,4.541164604,1
732,3.754605514,3.021576065,1
733,4.233142418,3.039692492,1
734,1.944878939,4.908371758,1
735,3.837742845,4.571336924,1
736,5.601078341,5.076268336,1
737,4.716460243,4.265043477,1
738,3.58045803,2.683224628,1
739,4.262755271,4.166928662,1
740,3.242249304,4.835521872,1
741,3.335959656,5.35278739,1
742,3.971439871,5.829609969,1
743,3.83213269,5.411092341,1
744,5.579768853,5.901467875,1
745,4.296194328,6.182631099,1
746,4.12194449,6.325738412,1
747,3.28450894,4.769810737,1
748,5.667306887,4.029242955,1
749,4.439891463,4.157675444,1
750,4.884264436,4.788861618,1
751,4.52787538,4.219290254,1
752,2.655681869,4.807711013,1
753,2.765234674,5.512526741,1
754,2.846560106,3.568366577,1
755,3.890671956,4.542560581,1
756,3.475805241,4.679299892,1
757,5.911298445,3.991233089,1
758,3.928893968,5.911941317,1
759,4.561835366,3.021384145,1
760,4.574071706,3.513870797,1
761,4.371733557,4.077897952,1
762,4.191693876,4.026201003,1
763,5.244085177,3.777216126,1
764,2.835840203,3.520294501,1
765,5.635269693,4.824587314,1
766,4.68632968,3.939596673,1
767,2.850513375,3.19323617,1
768,5.1101573,5.712837801,1
769,5.182563768,4.912158351,1
770,5.707328091,5.488841707,1
771,3.579684583,3.973251951,1
772,5.639377731,5.915824234,1
773,4.263468512,4.919677108,1
774,2.536516931,2.191901313,1
775,3.223829018,2.73469215,1
776,4.929488011,4.583630616,1
777,5.79295774,3.883812042,1
778,2.816848238,3.856187731,1
779,3.888824139,5.074769556,1
780,3.343234192,5.702189033,1
781,5.879734139,4.391235336,1
782,3.103919123,4.127331573,1
783,5.33150572,6.250931024,1
784,3.375426869,3.989322069,1
785,4.776678882,3.549450818,1
786,2.675746302,3.404950421,1
787,5.500276652,3.264330416,1
788,1.797097141,4.081695062,1
789,4.322514703,3.139143037,1
790,4.421004448,2.141589519,1
791,3.179298863,2.71511311,1
792,3.033541247,4.436202166,1
793,4.609348201,5.091282803,1
794,2.963788593,5.202602192,1
795,3.971762482,6.312863632,1
796,1.180233206,2.916020653,1
797,1.91895045,5.364534234,1
798,3.955246871,4.081680223,1
799,5.117954994,3.532217774,1
800,2.350496412,3.573620324,1
801,4.678667216,4.889624635,1
802,4.494323248,4.649750023,1
803,3.411531423,2.1938214,1
804,3.97607534,5.024696399,1
805,6.19131301,4.825232264,1
806,2.599418986,3.763667735,1
807,4.48009949,3.018734133,1
808,4.207550677,3.230411768,1
809,4.322084771,2.763877125,1
810,3.994119517,3.949785293,1
811,4.281389082,3.611335998,1
812,3.748660755,3.688054889,1
813,2.306540537,4.2213647,1
814,3.415983815,3.702675015,1
815,4.234442731,2.302805274,1
816,4.258786221,3.40129071,1
817,4.603656418,3.476653188,1
818,6.220965356,2.284171155,1
819,2.345869371,4.885677856,1
820,4.680410496,1.833354628,1
821,4.135829307,4.422126881,1
822,3.962012548,3.705190903,1
823,3.306862768,3.635748673,1
824,3.872474986,4.647656011,1
825,4.680361844,3.696467792,1
826,4.426214597,3.773162067,1
827,2.394330525,3.128419166,1
828,4.906210752,5.125759501,1
829,4.249514143,4.991618789,1
830,5.894228212,4.686437254,1
831,2.88762134,4.531254292,1
832,3.277958227,4.726437042,1
833,2.247813207,4.694253864,1
834,4.003612314,4.394100621,1
835,4.99514429,4.631624136,1
836,3.521030646,3.29089661,1
837,3.480898639,4.02934666,1
838,3.705340259,4.550376908,1
839,3.839450089,3.27451737,1
840,5.023516053,4.000764372,1
841,4.015894737,3.812488687,1
842,3.517342932,5.241424237,1
843,4.634674515,4.472488291,1
844,2.635561952,5.09447241,1
845,4.598624801,4.62267009,1
846,3.793501886,5.00923381,1
847,6.13936634,3.905502766,1
848,3.351186226,4.115152809,1
849,4.423592242,3.37184301,1
850,4.117865348,4.387572465,1
851,2.919221523,7.074272858,1
852,4.87552669,4.097586362,1
853,1.773718345,3.954405361,1
854,2.053888695,4.858255677,1
855,2.690405338,2.436381251,1
856,5.305623104,5.128228354,1
857,4.983969531,3.152428294,1
858,2.748613644,4.567507162,1
859,3.820246209,4.276596921,1
860,3.256593552,3.932974758,1
861,4.233241922,3.282721768,1
862,6.101344805,4.41731172,1
863,3.123333689,5.124559908,1
864,5.948788548,4.682643241,1
865,3.534727816,5.396091654,1
866,3.348082801,2.61141085,1
867,4.609630588,4.019262481,1
868,4.709124016,2.64964652,1
869,4.279796045,4.114635501,1
870,2.532543948,4.541631754,1
871,3.30868269,3.232334137,1
872,3.132011544,5.282825081,1
873,3.487492263,3.525143622,1
